city,district,neighborhood,prop_type,rooms,living_room,price,last_edit,area,prop_floor,building_age,heating_type,building_floors,credit_availability,furniture_availability,bathrooms,building_type,building_status,usage_status,deed,dues,swap,student_single,facade,fuel_type
İstanbul,Beyoğlu,Tomtom,Daire,2,1,580.000 TL,30 Gün Önce,90 m2,Yüksek Giriş,40 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Evet,,Doğalgaz
İstanbul,Beylikdüzü,Marmara,Daire,3,1,399.000 TL,2 Gün Önce,140 m2,Giriş Katı,15 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,110 TL,,,"Güney,",Doğalgaz
İstanbul,Kadıköy,Caferağa,Bina,2,1,700.000 TL,15 Gün Önce,90 m2,3. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,,,,,Doğalgaz
İstanbul,Eyüpsultan,Göktürk Merkez,Daire,5,1,4.000.000 TL,7 Gün Önce,270 m2,Bahçe Katı,10 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,,"Güney,",Doğalgaz
İstanbul,Kadıköy,Kozyatağı,Daire,3,1,1.320.000 TL,Dün,130 m2,7. Kat,1 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Ev Sahibi Oturuyor,,,Hayır,,"Güney,",Doğalgaz
İstanbul,Sarıyer,Maslak,Residence,2,1,1.700.000 TL,4 Gün Önce,120 m2,Ara Kat,6 Yaşında,Merkezi (Pay Ölçer),33 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,720 TL,Hayır,Evet,Güney,Doğalgaz
İstanbul,Kağıthane,Gürsel,Daire,3,1,360.000 TL,2 Gün Önce,140 m2,3. Kat,20 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Arsa,,Hayır,,,Doğalgaz
İstanbul,Esenyurt,Zafer,Daire,1,1,355.000 TL,18 Gün Önce,70 m2,12. Kat,1 Yaşında,Merkezi (Pay Ölçer),39 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Ümraniye,Kazım Karabekir,Daire,3,1,395.000 TL,7 Gün Önce,120 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Arsa,50 TL,Hayır,,,Doğalgaz
İstanbul,Pendik,Doğu,Daire,3,1,560.000 TL,15 Gün Önce,110 m2,Yüksek Giriş,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Boş,Kat Mülkiyeti,50 TL,Evet,Evet,Doğu,Doğalgaz
İstanbul,Bahçelievler,Bahçelievler,Daire,3,1,1.249.000 TL,16 Gün Önce,130 m2,1. Kat,25 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,50 TL,Hayır,,"Güney,",Doğalgaz
İstanbul,Kadıköy,Suadiye,Daire,1,1,1.250.000 TL,9 Gün Önce,84 m2,1. Kat,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Kiracı Oturuyor,,,Hayır,,Güney,Doğalgaz
İstanbul,Beylikdüzü,Cumhuriyet,Daire,3,1,800.000 TL,3 Gün Önce,165 m2,12. Kat,4 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,300 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Maltepe,Altıntepe,Daire,3,1,650.000 TL,2 Gün Önce,125 m2,2. Kat,26 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Kağıthane,Ortabayır,Daire,3,1,425.000 TL,3 Gün Önce,175 m2,Giriş Katı,29 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,20 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Beşiktaş,Kuruçeşme,Villa,4,2,39.000.000 TL,3 Gün Önce,450 m2,Villa Katı,31 Yaşında,Merkezi,4 Katlı,Uygun değil,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,,,,Doğalgaz
İstanbul,Kadıköy,Suadiye,Daire,4,2,9.000.000 TL,10 Gün Önce,350 m2,13. Kat,Sıfır Bina,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,"Güney,",Doğalgaz
İstanbul,Fatih,Şehremini,Daire,2,1,400.000 TL,30 Gün Önce,80 m2,,6 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,,,
İstanbul,Fatih,Silivrikapı,Daire,2,1,530.000 TL,2 Gün Önce,95 m2,Giriş Katı,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,25 TL,Hayır,,,Doğalgaz
İstanbul,Beylikdüzü,Yakuplu,Daire,2,1,345.000 TL,12 Gün Önce,110 m2,2. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Evet,"Güney,",Doğalgaz
İstanbul,Silivri,Kurfallı,Villa,16,3,14.050.000 TL,13 Gün Önce,3.750 m2,Villa Katı,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Bağcılar,Yıldıztepe,Daire,2,1,230.000 TL,5 Gün Önce,100 m2,1. Kat,30 Yaşında,Kombi,5 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Arsa,30 TL,Hayır,,"Doğu,",Doğalgaz
İstanbul,Beylikdüzü,Cumhuriyet,Daire,2,1,205.950 TL,6 Gün Önce,115 m2,2. Kat,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,25 TL,Evet,Evet,Güney,Doğalgaz
İstanbul,Şişli,Bozkurt,Daire,2,1,600.000 TL,25 Gün Önce,95 m2,4. Kat,35 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,50 TL,,Evet,,Doğalgaz
İstanbul,Beşiktaş,Vişnezade,Daire,3,1,1.800.000 TL,18 Gün Önce,120 m2,Yüksek Giriş,50 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,,,,
İstanbul,Üsküdar,Güzeltepe,Daire,3,1,5.702.757 TL,13 Gün Önce,327 m2,Çatı Katı,Sıfır Bina,Merkezi,5 Katlı,Uygun,Eşyalı Değil,5,Betonarme,Sıfır,Boş,,,,,,Doğalgaz
İstanbul,Bakırköy,Zuhuratbaba,Daire,2,1,560.000 TL,26 Gün Önce,90 m2,5. Kat,40 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,Evet,"Güney,",Doğalgaz
İstanbul,Zeytinburnu,Beştelsiz,Daire,2,1,350.000 TL,15 Gün Önce,90 m2,3. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Fatih,Silivrikapı,Daire,5,1,520.000 TL,2 Gün Önce,160 m2,4. Kat,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Evet,,Doğalgaz
İstanbul,Sancaktepe,Akpınar,Daire,2,1,205.000 TL,4 Gün Önce,110 m2,Yüksek Giriş,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,Batı,Doğalgaz
İstanbul,Beylikdüzü,Adnan Kahveci,Daire,4,1,650.000 TL,9 Gün Önce,190 m2,1. Kat,20 Yaşında,Kombi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat İrtifakı,,Hayır,Evet,,Doğalgaz
İstanbul,Sarıyer,Tarabya,Daire,3,1,1.275.000 TL,7 Gün Önce,140 m2,3. Kat,25 Yaşında,Kombi,6 Katlı,Bilinmiyor,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,100 TL,,Evet,"Güney,",Doğalgaz
İstanbul,Fatih,Aksaray,Daire,3,1,600.000 TL,4 Gün Önce,180 m2,2. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Ev Sahibi Oturuyor,,,,,,Doğalgaz
İstanbul,Beşiktaş,Ulus,Daire,4,1,3.550.000 TL,15 Gün Önce,300 m2,Bahçe Katı,22 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,1.350 TL,Hayır,Evet,Güney,Doğalgaz
İstanbul,Zeytinburnu,Gökalp,Daire,2,1,425.000 TL,5 Gün Önce,70 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,,,Güney,Doğalgaz
İstanbul,Şişli,Merkez,Daire,3,1,920.000 TL,3 Gün Önce,140 m2,3. Kat,40 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,80 TL,,,,Doğalgaz
İstanbul,Esenyurt,Fatih,Bina,2,1,250.000 TL,31 Gün Önce,90 m2,2. Kat,1 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,,,Güney,Doğalgaz
İstanbul,Başakşehir,Ziya Gökalp,Daire,3,1,670.000 TL,4 Gün Önce,167 m2,1. Kat,2 Yaşında,Merkezi (Pay Ölçer),5 Katlı,Uygun değil,Eşyalı Değil,2,,,,,,,,"Kuzey,",Doğalgaz
İstanbul,Büyükçekmece,Atatürk,Daire,4,2,790.000 TL,4 Gün Önce,280 m2,4. Kat,9 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat İrtifakı,50 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Şişli,Bozkurt,Daire,3,1,1.100.000 TL,5 Gün Önce,130 m2,4. Kat,5 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Şile,Çavuş,Daire,2,1,350.000 TL,Dün,100 m2,Bahçe Katı,22 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,,Hayır,,,Doğalgaz
İstanbul,Şişli,19 Mayıs,Daire,3,1,730.000 TL,19 Gün Önce,140 m2,4. Kat,40 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,,Doğalgaz
İstanbul,Kadıköy,Göztepe,Daire,2,1,1.310.000 TL,6 Gün Önce,90 m2,1. Kat,2 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,670 TL,Hayır,Evet,,Doğalgaz
İstanbul,Maltepe,İdealtepe,Daire,1,1,200.000 TL,3 Gün Önce,50 m2,Yarı Bodrum,30 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Arsa,30 TL,Hayır,,"Güney,",Doğalgaz
İstanbul,Beşiktaş,Etiler,Villa,5,4,24.000.000 TL,24 Gün Önce,600 m2,Giriş Katı,20 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,5,Çelik,İkinci El,Boş,Kat Mülkiyeti,1 TL,Hayır,,,Doğalgaz
İstanbul,Fatih,Yedikule,Daire,2,1,230.000 TL,11 Gün Önce,70 m2,Yüksek Giriş,40 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Evet,Güney,Doğalgaz
İstanbul,Büyükçekmece,Atatürk,Daire,3,2,810.000 TL,4 Gün Önce,220 m2,6. Kat,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Evet,Batı,Doğalgaz
İstanbul,Kadıköy,Fenerbahçe,Daire,4,1,6.250.000 TL,2 Gün Önce,255 m2,,2 Yaşında,Kombi,,Uygun,Eşyalı Değil,3,,,,,,,,,
İstanbul,Şişli,Fulya,Daire,2,1,525.000 TL,18 Gün Önce,95 m2,Bahçe Katı,8 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,50 TL,Hayır,Evet,,Doğalgaz
İstanbul,Bakırköy,Zuhuratbaba,Daire,2,1,750.000 TL,32 Gün Önce,110 m2,3. Kat,39 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,60 TL,Hayır,Evet,"Doğu,",Doğalgaz
İstanbul,Beylikdüzü,Yakuplu,Daire,2,1,255.000 TL,43 Gün Önce,95 m2,Bahçe Katı,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,,,,Evet,,Doğalgaz
İstanbul,Üsküdar,Çengelköy,Daire,3,1,420.000 TL,7 Gün Önce,110 m2,Bahçe Katı,22 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,,,,Güney,Doğalgaz
İstanbul,Beylikdüzü,Cumhuriyet,Daire,2,1,245.000 TL,3 Gün Önce,110 m2,3. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Evet,Evet,Güney,Doğalgaz
İstanbul,Sarıyer,Kireçburnu,Daire,2,1,2.750.000 TL,28 Gün Önce,130 m2,2. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Bayrampaşa,Kartaltepe,Bina,2,1,4.500.000 TL,28 Gün Önce,82 m2,,Sıfır Bina,Kombi,,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Evet,Güney,Doğalgaz
İstanbul,Sarıyer,İstinye,Daire,5,1,4.550.000 TL,4 Gün Önce,240 m2,5. Kat,12 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,4,,İkinci El,Ev Sahibi Oturuyor,,1.450 TL,Hayır,Evet,,
İstanbul,Maltepe,Çınar,Daire,3,2,850.000 TL,25 Gün Önce,170 m2,4. Kat,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,,,,,,,,,
İstanbul,Başakşehir,Güvercintepe,Daire,2,1,179.000 TL,14 Gün Önce,100 m2,Bahçe Katı,1 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,20 TL,Hayır,Evet,Güney,Doğalgaz
İstanbul,Büyükçekmece,Celaliye,Daire,1,1,235.000 TL,5 Gün Önce,65 m2,2. Kat,20 Yaşında,Klima,7 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Güney,",Elektrik
İstanbul,Başakşehir,Ziya Gökalp,Daire,3,1,1.200.000 TL,Dün,169 m2,21 ve üzeri,9 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,,"Güney,",Doğalgaz
İstanbul,Tuzla,Şifa,Bina,2,1,1.360.000 TL,37 Gün Önce,130 m2,Kot 1,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,Sıfır,,,,,,,Doğalgaz
İstanbul,Esenyurt,Mehterçeşme,Daire,2,1,315.000 TL,2 Gün Önce,120 m2,1. Kat,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,30 TL,Evet,,"Kuzey,",Doğalgaz
İstanbul,Zeytinburnu,Beştelsiz,Daire,4,2,580.000 TL,15 Gün Önce,175 m2,3. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Arnavutköy,Anadolu,Daire,4,2,398.000 TL,8 Gün Önce,185 m2,En Üst Kat,1 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Büyükçekmece,Güzelce,Villa,4,2,1.285.000 TL,15 Gün Önce,470 m2,Ara Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Küçükçekmece,Halkalı Merkez,Daire,1,1,720.000 TL,5 Gün Önce,93 m2,7. Kat,8 Yaşında,Kombi,18 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,300 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Üsküdar,Murat Reis,Daire,3,1,850.000 TL,12 Gün Önce,125 m2,4. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,40 TL,Hayır,,Doğu,Doğalgaz
İstanbul,Sarıyer,Merkez,Daire,1,1,340.000 TL,3 Gün Önce,75 m2,Kot 2,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,,Evet,Güney,Doğalgaz
İstanbul,Üsküdar,İcadiye,Daire,3,1,620.000 TL,18 Gün Önce,112 m2,3. Kat,32 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,,,"Güney,",Doğalgaz
İstanbul,Kadıköy,Caddebostan,Daire,5,1,14.000.000 TL,31 Gün Önce,300 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Beyoğlu,Cihangir,Daire,1,1,1.350.000 TL,10 Gün Önce,95 m2,Bahçe Katı,50 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Doğu,",Doğalgaz
İstanbul,Şişli,Fulya,Daire,3,1,890.000 TL,5 Gün Önce,144 m2,1. Kat,30 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Beylikdüzü,Yakuplu,Daire,2,1,220.000 TL,3 Gün Önce,120 m2,3. Kat,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,35 TL,Evet,Evet,Güney,Doğalgaz
İstanbul,Ümraniye,Namık Kemal,Daire,3,1,620.000 TL,28 Gün Önce,140 m2,4. Kat,2 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,40 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Sarıyer,İstinye,Daire,5,1,7.500.000 TL,Dün,350 m2,2. Kat,12 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Sarıyer,Kazım Karabekir Paşa,Villa,8,2,35.000.000 TL,18 Gün Önce,2.900 m2,Bahçe Katı,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,7,Betonarme,İkinci El,Ev Sahibi Oturuyor,Arsa,,Hayır,,"Kuzey,",Doğalgaz
İstanbul,Şişli,Bozkurt,Daire,2,1,600.000 TL,2 Gün Önce,100 m2,Yüksek Giriş,27 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Evet,,Doğalgaz
İstanbul,Fatih,Yavuz Sultan Selim,Daire,4,4,1.300.000 TL,2 Gün Önce,64 m2,4. Kat,40 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,4,,,,,,,,,
İstanbul,Pendik,Batı,Daire,3,1,760.000 TL,16 Gün Önce,160 m2,3. Kat,20 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,120 TL,Hayır,Evet,"Doğu,",Doğalgaz
İstanbul,Silivri,Semizkumlar,Villa,7,2,3.500.000 TL,20 Gün Önce,520 m2,Villa Katı,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,6,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Evet,Doğu,Doğalgaz
İstanbul,Sarıyer,Maslak,Residence,3,1,2.650.000 TL,12 Gün Önce,185 m2,21 ve üzeri,5 Yaşında,Merkezi (Pay Ölçer),31 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,,1.000 TL,Hayır,Evet,Güney,Elektrik
