city,district,neighborhood,prop_type,rooms,living_room,price,last_edit,area,prop_floor,building_age,heating_type,building_floors,credit_availability,furniture_availability,bathrooms,building_type,building_status,usage_status,deed,dues,swap,student_single,facade,fuel_type
İstanbul,Maltepe,İdealtepe,Daire,4,2,1.500.000 TL,Dün,250 m2,4. Kat,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Hayır,,Güney,Doğalgaz
İstanbul,Eyüpsultan,Çırçır,Daire,4,1,750.000 TL,4 Gün Önce,160 m2,9. Kat,Sıfır Bina,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,,"Güney,",Doğalgaz
İstanbul,Beylikdüzü,Beylikdüzü OSB,Daire,2,1,249.500 TL,3 Gün Önce,110 m2,3. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Evet,Evet,Güney,Doğalgaz
İstanbul,Maltepe,Altayçeşme,Daire,3,1,950.000 TL,6 Gün Önce,165 m2,1. Kat,9 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Beykoz,Acarlar,Villa,6,2,12.500.000 TL,12 Gün Önce,600 m2,Villa Katı,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,5,Betonarme,,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,Evet,"Güney,",Doğalgaz
İstanbul,Sancaktepe,Fatih,Daire,3,2,545.000 TL,10 Gün Önce,140 m2,3. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,200 TL,Hayır,Evet,"Doğu,",Doğalgaz
İstanbul,Fatih,Koca Mustafapaşa,Daire,3,1,500.000 TL,3 Gün Önce,130 m2,Yarı Bodrum,22 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Evet,,Doğalgaz
İstanbul,Beylikdüzü,Barış,Daire,3,1,550.000 TL,15 Gün Önce,145 m2,13. Kat,20 Yaşında,Kombi,14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Evet,,"Kuzey,",Doğalgaz
İstanbul,Maltepe,İdealtepe,Daire,2,1,430.000 TL,19 Gün Önce,80 m2,Bahçe Katı,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,,,Güney,Doğalgaz
İstanbul,Üsküdar,Güzeltepe,Daire,3,1,5.500.000 TL,28 Gün Önce,216 m2,Zemin,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Yapım Aşamasında,Boş,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Kadıköy,Suadiye,Daire,3,1,745.000 TL,3 Gün Önce,126 m2,Bahçe Katı,27 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,,Güney,Doğalgaz
İstanbul,Kağıthane,Çağlayan,Daire,2,1,470.000 TL,5 Gün Önce,90 m2,,Sıfır Bina,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,,,
İstanbul,Beşiktaş,Etiler,Daire,3,1,1.700.000 TL,3 Gün Önce,150 m2,3. Kat,25 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,300 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Maltepe,İdealtepe,Daire,2,2,1.250.000 TL,4 Gün Önce,195 m2,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Evet,Doğu,Doğalgaz
İstanbul,Adalar,Heybeliada,Köşk,16,3,16.500.000 TL,26 Gün Önce,1.080 m2,,55 Yaşında,Kombi,,Uygun,Eşyalı Değil,4,,,,,,,,,
İstanbul,Bahçelievler,Şirinevler,Daire,3,1,360.000 TL,7 Gün Önce,120 m2,3. Kat,33 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,,"Kuzey,",Doğalgaz
İstanbul,Maltepe,İdealtepe,Daire,2,1,525.000 TL,7 Gün Önce,100 m2,Bahçe Katı,Sıfır Bina,Merkezi (Pay Ölçer),,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Kadıköy,Caddebostan,Daire,4,1,3.300.000 TL,20 Gün Önce,180 m2,2. Kat,Sıfır Bina,Kombi,13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,,Güney,Doğalgaz
İstanbul,Bakırköy,Zeytinlik,Daire,3,1,2.000.000 TL,13 Gün Önce,170 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,,Güney,Doğalgaz
İstanbul,Şişli,Gülbahar,Daire,2,1,255.000 TL,6 Gün Önce,85 m2,8. Kat,12 Yaşında,Kombi,10 Katlı,Uygun değil,Eşyalı Değil,1,,,,,,Evet,,,
İstanbul,Esenyurt,Ardıçlı,Daire,2,1,210.000 TL,Bugün,110 m2,3. Kat,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,15 TL,Evet,Evet,Güney,Doğalgaz
İstanbul,Küçükçekmece,Cumhuriyet,Daire,2,1,315.000 TL,32 Gün Önce,100 m2,1. Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,25 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Bakırköy,Sakızağacı,Daire,3,1,2.000.000 TL,11 Gün Önce,170 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,,Doğalgaz
İstanbul,Maltepe,Altayçeşme,Daire,3,1,1.100.000 TL,12 Gün Önce,165 m2,8. Kat,9 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Avcılar,Merkez,Daire,1,1,159.000 TL,18 Gün Önce,75 m2,Yüksek Giriş,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,Sıfır,Boş,,,Evet,,"Kuzey,",Doğalgaz
İstanbul,Esenyurt,Çınar,Daire,2,1,163.000 TL,Bugün,110 m2,Yüksek Giriş,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Evet,Evet,Güney,Doğalgaz
İstanbul,Esenyurt,Zafer,Daire,3,1,670.000 TL,10 Gün Önce,171 m2,1. Kat,4 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Beşiktaş,Levazım,Residence,4,1,8.740.000 TL,Dün,220 m2,4. Kat,5 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Beşiktaş,Dikilitaş,Residence,1,1,2.400.000 TL,4 Gün Önce,100 m2,2. Kat,7 Yaşında,Merkezi (Pay Ölçer),34 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Beşiktaş,Levent,Residence,1,1,7.000.000 TL,19 Gün Önce,200 m2,15. Kat,8 Yaşında,Merkezi (Pay Ölçer),22 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,Kat Mülkiyeti,2.526 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Esenyurt,Çınar,Daire,2,1,210.000 TL,3 Gün Önce,100 m2,1. Kat,4 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Maltepe,İdealtepe,Daire,6,2,1.190.000 TL,Dün,250 m2,4. Kat,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Hayır,Evet,Doğu,Doğalgaz
İstanbul,Bakırköy,Yeşilköy,Daire,2,1,1.400.000 TL,2 Gün Önce,100 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,,"Güney,",Doğalgaz
İstanbul,Maltepe,İdealtepe,Daire,3,2,1.100.000 TL,16 Gün Önce,240 m2,4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Adalar,Kınalıada,Daire,2,1,750.000 TL,21 Gün Önce,120 m2,Yüksek Giriş,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracı Oturuyor,,,,,,Doğalgaz
İstanbul,Beykoz,Elmalı,Villa,6,2,6.800.000 TL,4 Gün Önce,1.170 m2,4. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,,Hayır,,"Kuzey,",Doğalgaz
İstanbul,Bakırköy,Yeşilköy,Daire,3,1,3.500.000 TL,9 Gün Önce,150 m2,3. Kat,1 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Küçükçekmece,İnönü,Daire,3,1,337.000 TL,4 Gün Önce,115 m2,2. Kat,21 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,,,"Güney,",Doğalgaz
İstanbul,Kadıköy,Suadiye,Daire,3,1,745.000 TL,24 Gün Önce,115 m2,Giriş Katı,35 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,,,,Kat Mülkiyeti,,,,,Doğalgaz
İstanbul,Beşiktaş,Vişnezade,Residence,3,1,11.800.000 TL,Dün,240 m2,Bahçe Katı,5 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Beşiktaş,Etiler,Daire,5,1,9.500.000 TL,Dün,350 m2,5. Kat,20 Yaşında,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Maltepe,Aydınevler,Daire,5,2,840.000 TL,19 Gün Önce,200 m2,4. Kat,2 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,50 TL,,,Güney,Doğalgaz
İstanbul,Küçükçekmece,Cennet,Daire,2,1,339.000 TL,8 Gün Önce,100 m2,3. Kat,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Şile,Kumbaba,Villa,4,1,1.375.000 TL,13 Gün Önce,200 m2,,Sıfır Bina,Kombi,,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Evet,,Doğalgaz
İstanbul,Küçükçekmece,Atatürk,Daire,3,1,325.000 TL,Dün,125 m2,2. Kat,14 Yaşında,Kombi,,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Arsa,25 TL,Hayır,,"Kuzey,",Doğalgaz
İstanbul,Maltepe,Küçükyalı,Daire,2,1,565.000 TL,19 Gün Önce,100 m2,2. Kat,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,,,Güney,Doğalgaz
İstanbul,Bakırköy,Şenlikköy,Daire,4,1,4.800.000 TL,4 Gün Önce,210 m2,Ara Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,"Güney,",Doğalgaz
İstanbul,Kadıköy,Caddebostan,Daire,2,1,1.100.000 TL,4 Gün Önce,110 m2,Bahçe Katı,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Kadıköy,Caddebostan,Daire,4,1,3.000.000 TL,Dün,200 m2,1. Kat,1 Yaşında,Kombi,13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,,Doğalgaz
İstanbul,Maltepe,Küçükyalı,Daire,4,2,750.000 TL,3 Gün Önce,220 m2,5. Kat,25 Yaşında,Kombi,5 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Beşiktaş,Arnavutköy,Bina,8,4,15.000.000 TL,41 Gün Önce,380 m2,4. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,5,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,100 TL,Hayır,Evet,Güney,Doğalgaz
İstanbul,Sancaktepe,Osmangazi,Daire,3,1,580.000 TL,11 Gün Önce,156 m2,4. Kat,3 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat İrtifakı,390 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Şişli,Feriköy,Daire,2,1,700.000 TL,Bugün,90 m2,4. Kat,8 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,50 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Maltepe,Cevizli,Daire,3,1,500.000 TL,6 Gün Önce,160 m2,4. Kat,20 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Evet,,Doğalgaz
İstanbul,Beşiktaş,Gayrettepe,Daire,3,1,1.550.000 TL,Dün,160 m2,5. Kat,25 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,400 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Beylikdüzü,Cumhuriyet,Daire,2,1,355.000 TL,15 Gün Önce,115 m2,2. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Evet,"Güney,",Doğalgaz
İstanbul,Beşiktaş,Levazım,Residence,4,1,8.700.000 TL,19 Gün Önce,236 m2,1. Kat,3 Yaşında,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Beşiktaş,Ulus,Villa,4,2,62.400.000 TL,Bugün,350 m2,Bahçe Katı,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Kadıköy,Caddebostan,Daire,3,1,2.500.000 TL,5 Gün Önce,145 m2,10. Kat,Sıfır Bina,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,Güney,Doğalgaz
İstanbul,Kadıköy,Suadiye,Daire,3,1,1.200.000 TL,2 Gün Önce,120 m2,13. Kat,Sıfır Bina,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Ev Sahibi Oturuyor,,,,,,Doğalgaz
İstanbul,Eyüpsultan,Göktürk Merkez,Daire,4,1,3.600.000 TL,4 Gün Önce,240 m2,4. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,,,,,,,,,
İstanbul,Kadıköy,Caddebostan,Daire,5,2,6.250.000 TL,Dün,370 m2,10. Kat,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,Güney,Doğalgaz
İstanbul,Maltepe,Aydınevler,Daire,1,1,325.000 TL,11 Gün Önce,65 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,120 TL,,Evet,"Güney,",Doğalgaz
İstanbul,Sarıyer,Maslak,Daire,3,1,2.900.000 TL,4 Gün Önce,182 m2,15. Kat,10 Yaşında,Klima,32 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,,Elektrik
İstanbul,Bakırköy,Şenlikköy,Daire,3,1,1.850.000 TL,4 Gün Önce,180 m2,Teras Katı,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,,,,"Güney,",Doğalgaz
İstanbul,Beşiktaş,Dikilitaş,Residence,4,1,10.500.000 TL,Dün,330 m2,21 ve üzeri,11 Yaşında,Merkezi (Pay Ölçer),34 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Kağıthane,Çeliktepe,Daire,2,1,450.000 TL,5 Gün Önce,85 m2,4. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,,"Güney,",Doğalgaz
İstanbul,Maltepe,Altayçeşme,Daire,2,1,530.000 TL,13 Gün Önce,100 m2,Giriş Katı,15 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,285 TL,Hayır,Evet,Doğu,Doğalgaz
İstanbul,Şişli,Teşvikiye,Daire,2,1,2.800.000 TL,4 Gün Önce,100 m2,6. Kat,Sıfır Bina,Merkezi,8 Katlı,Uygun,Eşyalı Değil,2,,Sıfır,Boş,Kat Mülkiyeti,,Hayır,,"Kuzey,",Doğalgaz
İstanbul,Kadıköy,Bostancı,Daire,4,1,1.700.000 TL,42 Gün Önce,190 m2,3. Kat,20 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,,300 TL,Hayır,,,Doğalgaz
İstanbul,Üsküdar,Murat Reis,Daire,2,1,630.000 TL,28 Gün Önce,95 m2,2. Kat,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Avcılar,Mustafa Kemal Paşa,Daire,2,1,296.000 TL,15 Gün Önce,105 m2,2. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,Sıfır,Boş,,,Evet,,"Kuzey,",Doğalgaz
İstanbul,Bakırköy,Yeşilköy,Daire,4,2,4.500.000 TL,2 Gün Önce,300 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,"Güney,",Doğalgaz
İstanbul,Kadıköy,Suadiye,Daire,3,1,2.200.000 TL,Dün,150 m2,8. Kat,Sıfır Bina,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Beşiktaş,Etiler,Daire,3,1,2.200.000 TL,3 Gün Önce,145 m2,2. Kat,36 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,300 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Sancaktepe,Fatih,Daire,2,1,375.000 TL,10 Gün Önce,85 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,40 TL,Evet,Evet,Doğu,Doğalgaz
İstanbul,Beşiktaş,Levazım,Residence,7,1,32.500.000 TL,Bugün,530 m2,13. Kat,4 Yaşında,Merkezi (Pay Ölçer),23 Katlı,Uygun,Eşyalı Değil,5,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Kuzey,",Doğalgaz
