city,district,neighborhood,prop_type,rooms,living_room,price,last_edit,area,prop_floor,building_age,heating_type,building_floors,credit_availability,furniture_availability,bathrooms,building_type,building_status,usage_status,deed,dues,swap,student_single,facade,fuel_type
İstanbul,Bahçelievler,Siyavuşpaşa,Daire,2,1,365.000 TL,9 Gün Önce,100 m2,3. Kat,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Ev Sahibi Oturuyor,,,,,,Doğalgaz
İstanbul,Maltepe,Altıntepe,Daire,1,1,395.000 TL,24 Gün Önce,70 m2,Bahçe Katı,2 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,60 TL,Hayır,Evet,Güney,Doğalgaz
İstanbul,Üsküdar,Selami Ali,Daire,3,1,650.000 TL,3 Gün Önce,110 m2,3. Kat,30 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,,Doğalgaz
İstanbul,Sancaktepe,Merve,Daire,3,1,430.000 TL,7 Gün Önce,150 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Hayır,Evet,Güney,Doğalgaz
İstanbul,Sarıyer,Ayazağa,Daire,2,1,2.500.000 TL,26 Gün Önce,130 m2,18. Kat,5 Yaşında,Merkezi,20 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Beşiktaş,Levazım,Daire,3,1,2.100.000 TL,25 Gün Önce,165 m2,2. Kat,33 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,,,Kiracı Oturuyor,Kat Mülkiyeti,,,,,Doğalgaz
İstanbul,Kadıköy,Suadiye,Daire,3,1,2.975.000 TL,6 Gün Önce,175 m2,4. Kat,Sıfır Bina,Kombi,11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Üsküdar,Selami Ali,Daire,2,1,420.000 TL,32 Gün Önce,90 m2,1. Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,,Hayır,,,Doğalgaz
İstanbul,Eyüpsultan,Merkez,Daire,2,1,275.000 TL,4 Gün Önce,100 m2,Bahçe Katı,10 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,20,,Evet,,Doğalgaz
İstanbul,Beşiktaş,Akat,Villa,6,2,12.950.000 TL,18 Gün Önce,350 m2,Villa Katı,45 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Kagir,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,,"Doğu,",Doğalgaz
İstanbul,Küçükçekmece,Sultan Murat,Daire,2,1,550.000 TL,20 Gün Önce,100 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,,"Doğu,",Doğalgaz
İstanbul,Gaziosmanpaşa,Yeni Mahalle,Daire,2,1,208.000 TL,Dün,110 m2,Ara Kat,19 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,,Hayır,Evet,Doğu,Doğalgaz
İstanbul,Bayrampaşa,Yıldırım,Daire,3,2,770.000 TL,5 Gün Önce,200 m2,5. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,Evet,Güney,Doğalgaz
İstanbul,Fatih,İskenderpaşa,Daire,2,1,520.000 TL,17 Gün Önce,85 m2,3. Kat,15 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,70 TL,Hayır,,Kuzey,Doğalgaz
İstanbul,Fatih,Atikali,Daire,1,1,2.975.000 TL,28 Gün Önce,400 m2,Giriş Katı,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kiracı Oturuyor,Kat Mülkiyeti,,Evet,,,Doğalgaz
İstanbul,Başakşehir,Bahçeşehir 2. Kısım,Daire,3,1,1.350.000 TL,25 Gün Önce,175 m2,8. Kat,19 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,,,,Doğalgaz
İstanbul,Çekmeköy,Mimar Sinan,Villa,5,1,3.980.000 TL,12 Gün Önce,450 m2,3. Kat,22 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,,,,Kat Mülkiyeti,1.150 TL,,,"Güney,",
İstanbul,Esenyurt,Yeşilkent,Daire,2,1,275.000 TL,11 Gün Önce,95 m2,3. Kat,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Evet,Güney,Doğalgaz
İstanbul,Bağcılar,Yavuz Selim,Daire,2,1,310.000 TL,7 Gün Önce,85 m2,,7 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,Betonarme,,,,,,,,Doğalgaz
İstanbul,Kadıköy,Bostancı,Daire,3,1,625.000 TL,4 Gün Önce,145 m2,5. Kat,35 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,,Güney,Doğalgaz
İstanbul,Kadıköy,Suadiye,Daire,3,1,745.000 TL,10 Gün Önce,125 m2,Bahçe Katı,36 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,,"Güney,",Doğalgaz
İstanbul,Bahçelievler,Bahçelievler,Daire,3,1,900.000 TL,14 Gün Önce,120 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Kadıköy,Merdivenköy,Daire,3,1,695.000 TL,11 Gün Önce,135 m2,6. Kat,35 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,,Hayır,,,Doğalgaz
İstanbul,Beşiktaş,Levent,Residence,4,1,8.400.000 TL,27 Gün Önce,318 m2,1. Kat,15 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,,Güney,Doğalgaz
İstanbul,Zeytinburnu,Kazlıçeşme,Residence,3,1,5.500.000 TL,55 Gün Önce,164 m2,6. Kat,2 Yaşında,Merkezi (Pay Ölçer),25 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,720 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Büyükçekmece,Türkoba,Villa,4,1,3.850.000 TL,6 Gün Önce,450 m2,Villa Katı,11 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,450 TL,Hayır,,"Kuzey,",Doğalgaz
İstanbul,Pendik,Batı,Daire,3,2,1.450.000 TL,7 Gün Önce,175 m2,6. Kat,1 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Beşiktaş,Dikilitaş,Daire,2,1,690.000 TL,Bugün,90 m2,Yüksek Giriş,20 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,30 TL,Hayır,Evet,,Doğalgaz
İstanbul,Kağıthane,Gürsel,Daire,2,1,370.000 TL,20 Gün Önce,100 m2,,20 Yaşında,Kombi,,Uygun değil,Eşyalı Değil,1,,,,,,,,,
İstanbul,Bakırköy,Şenlikköy,Daire,3,1,2.750.000 TL,5 Gün Önce,150 m2,Bahçe Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,"Güney,",Doğalgaz
İstanbul,Büyükçekmece,Atatürk,Daire,2,1,350.000 TL,29 Gün Önce,85 m2,Bahçe Katı,1 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat İrtifakı,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Üsküdar,Bahçelievler,Daire,2,1,760.000 TL,10 Gün Önce,100 m2,Bahçe Katı,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,,Doğalgaz
İstanbul,Çekmeköy,Merkez,Daire,1,1,300.000 TL,25 Gün Önce,65 m2,Yüksek Giriş,5 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat İrtifakı,50 TL,Evet,Evet,"Güney,",Doğalgaz
İstanbul,Bahçelievler,Zafer,Daire,2,1,300.000 TL,20 Gün Önce,85 m2,Yüksek Giriş,9 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Evet,,Doğalgaz
İstanbul,Bağcılar,15 Temmuz,Daire,3,1,520.000 TL,Bugün,130 m2,2. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,,Batı,Doğalgaz
İstanbul,Sarıyer,Ptt Evleri,Müstakil Ev,8,4,3.645.000 TL,10 Gün Önce,450 m2,Villa Katı,20 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,4,Betonarme,İkinci El,Ev Sahibi Oturuyor,Arsa,,Evet,Evet,"Kuzey,",Doğalgaz
İstanbul,Silivri,Selimpaşa,Daire,2,1,325.000 TL,31 Gün Önce,115 m2,,8 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,,,
İstanbul,Bahçelievler,Cumhuriyet,Daire,2,1,185.000 TL,12 Gün Önce,90 m2,Bahçe Katı,6 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,,Güney,Doğalgaz
İstanbul,Bahçelievler,Soğanlı,Daire,3,1,285.000 TL,5 Gün Önce,110 m2,Bahçe Katı,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Avcılar,Denizköşkler,Daire,5,2,800.000 TL,7 Gün Önce,230 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,40 TL,Evet,,Güney,Doğalgaz
İstanbul,Arnavutköy,Boğazköy İstiklal,Villa,4,3,2.550.000 TL,6 Gün Önce,374 m2,Villa Katı,7 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,300 TL,,,"Kuzey,",Doğalgaz
İstanbul,Beykoz,Mahmutşevketpaşa,Çiftlik Evi,5,2,11.000.000 TL,24 Gün Önce,400 m2,2. Kat,18 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,4,,,,Kat Mülkiyeti,,,,,
İstanbul,Bahçelievler,Cumhuriyet,Daire,2,1,335.000 TL,Bugün,100 m2,Yüksek Giriş,13 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Beyoğlu,Hüseyinağa,Daire,1,1,565.000 TL,18 Gün Önce,75 m2,3. Kat,100 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,,,,,,,
İstanbul,Maltepe,İdealtepe,Daire,1,1,229.000 TL,8 Gün Önce,70 m2,Bahçe Katı,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,,"Güney,",Doğalgaz
İstanbul,Esenler,Mimar Sinan,Daire,2,1,250.000 TL,14 Gün Önce,90 m2,Bahçe Katı,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,,,Doğalgaz
İstanbul,Eyüpsultan,Göktürk Merkez,Villa,5,2,19.000.000 TL,5 Gün Önce,450 m2,,18 Yaşında,Kombi,,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,,"Doğu,",Doğalgaz
İstanbul,Kartal,Hürriyet,Daire,2,1,435.000 TL,12 Gün Önce,95 m2,8. Kat,3 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kiracı Oturuyor,Kat İrtifakı,50 TL,,,"Kuzey,",Doğalgaz
İstanbul,Güngören,Güneştepe,Daire,3,1,365.000 TL,14 Gün Önce,125 m2,4. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Fatih,Molla Gürani,Daire,2,1,550.000 TL,10 Gün Önce,110 m2,1. Kat,32 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Evet,"Doğu,",Doğalgaz
İstanbul,Bahçelievler,Soğanlı,Daire,2,1,330.000 TL,4 Gün Önce,100 m2,Yüksek Giriş,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,,Doğalgaz
İstanbul,Esenler,Fatih,Daire,2,1,270.000 TL,5 Gün Önce,80 m2,Bahçe Katı,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,20 TL,Evet,Evet,"Doğu,",Doğalgaz
İstanbul,Başakşehir,Güvercintepe,Daire,2,1,965.000 TL,29 Gün Önce,154 m2,10. Kat,4 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,,,Doğalgaz
İstanbul,Şişli,Merkez,Daire,2,1,750.000 TL,18 Gün Önce,130 m2,Bahçe Katı,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Hayır,Evet,"Doğu,",Doğalgaz
İstanbul,Beylikdüzü,Yakuplu,Daire,1,1,330.000 TL,24 Gün Önce,95 m2,9. Kat,8 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,200,Hayır,Evet,Güney,Doğalgaz
İstanbul,Kadıköy,Caddebostan,Daire,4,1,3.000.000 TL,25 Gün Önce,185 m2,3. Kat,Sıfır Bina,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Beylikdüzü,Barış,Daire,1,1,270.000 TL,14 Gün Önce,85 m2,2. Kat,Sıfır Bina,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Evet,,"Güney,",Doğalgaz
İstanbul,Fatih,Seyyid Ömer,Daire,2,1,410.000 TL,4 Gün Önce,75 m2,1. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,35 TL,Hayır,Evet,,Doğalgaz
İstanbul,Kadıköy,Göztepe,Daire,3,1,1.750.000 TL,14 Gün Önce,145 m2,4. Kat,4 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,,Güney,Doğalgaz
İstanbul,Eyüpsultan,Çırçır,Daire,2,1,350.000 TL,8 Gün Önce,85 m2,Kot 1,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Kadıköy,Suadiye,Daire,2,1,595.000 TL,7 Gün Önce,100 m2,Yüksek Giriş,32 Yaşında,Merkezi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Maltepe,Fındıklı,Daire,4,2,540.000 TL,20 Gün Önce,200 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,60 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Bahçelievler,Hürriyet,Daire,1,1,330.000 TL,Bugün,60 m2,Yüksek Giriş,2 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Evet,,Doğalgaz
İstanbul,Bakırköy,Yeşilyurt,Daire,4,2,4.200.000 TL,51 Gün Önce,270 m2,5. Kat,2 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,4,,,,,,,,,
İstanbul,Arnavutköy,İslambey,Daire,3,2,310.000 TL,Bugün,185 m2,,3 Yaşında,Kombi,,Uygun,Eşyalı Değil,2,,,,,,,,,
İstanbul,Küçükçekmece,Atakent,Daire,2,1,995.000 TL,16 Gün Önce,130 m2,Bahçe Katı,2 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,2,,,,,,,,,
İstanbul,Beşiktaş,Muradiye,Daire,1,1,375.000 TL,16 Gün Önce,60 m2,5. Kat,26 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,50 TL,Hayır,Evet,Güney,Doğalgaz
İstanbul,Şişli,Teşvikiye,Daire,5,1,11.000.000 TL,25 Gün Önce,270 m2,Giriş Katı,86 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,2,Kagir,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,,,Doğalgaz
İstanbul,Çekmeköy,Ekşioğlu,Daire,2,1,352.000 TL,7 Gün Önce,94 m2,4. Kat,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Evet,,"Güney,",Doğalgaz
İstanbul,Büyükçekmece,Pınartepe,Daire,3,1,1.100.000 TL,4 Gün Önce,194 m2,3. Kat,10 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat İrtifakı,340 TL,Hayır,,Güney,Doğalgaz
İstanbul,Kağıthane,Talatpaşa,Daire,1,1,485.000 TL,7 Gün Önce,76 m2,3. Kat,9 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,420 TL,Hayır,,,Doğalgaz
İstanbul,Güngören,Güven,Daire,2,1,350.000 TL,4 Gün Önce,120 m2,5. Kat,31 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Evet,"Doğu,",Doğalgaz
İstanbul,Kağıthane,Harmantepe,Daire,3,1,292.000 TL,10 Gün Önce,125 m2,2. Kat,26 Yaşında,Kombi,5 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,,,,,Hayır,,,Doğalgaz
İstanbul,Bahçelievler,Cumhuriyet,Daire,2,1,330.000 TL,14 Gün Önce,105 m2,2. Kat,29 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,,Hayır,,,Doğalgaz
İstanbul,Kağıthane,Telsizler,Daire,2,1,315.000 TL,10 Gün Önce,90 m2,1. Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,,,,Hayır,,,Doğalgaz
İstanbul,Gaziosmanpaşa,Karadeniz,Daire,3,1,347.000 TL,15 Gün Önce,120 m2,2. Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,,Hayır,Evet,Güney,Doğalgaz
