city,district,neighborhood,prop_type,rooms,living_room,price,last_edit,area,prop_floor,building_age,heating_type,building_floors,credit_availability,furniture_availability,bathrooms,building_type,building_status,usage_status,deed,dues,swap,student_single,facade,fuel_type
İstanbul,Sarıyer,Büyükdere,Köşk,5,1,18.000.000 TL,Dün,415 m2,Villa Katı,7 Yaşında,Kombi,,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,,Kat Mülkiyeti,,Hayır,Evet,,Doğalgaz
İstanbul,Maltepe,Küçükyalı,Daire,3,1,745.000 TL,16 Gün Önce,135 m2,3. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,60 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Maltepe,Altayçeşme,Daire,1,1,320.000 TL,20 Gün Önce,60 m2,1. Kat,2 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,50 TL,,,Güney,Doğalgaz
İstanbul,Üsküdar,Selimiye,Daire,3,2,1.100.000 TL,10 Gün Önce,165 m2,,Sıfır Bina,Kombi,,Uygun,Eşyalı Değil,2,,,,,,,,,
İstanbul,Kadıköy,Erenköy,Daire,4,1,5.600.000 TL,23 Gün Önce,312 m2,10. Kat,Sıfır Bina,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Sarıyer,Demirciköy,Villa,5,2,3.690.000 TL,15 Gün Önce,310 m2,Villa Katı,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,4,,,Kiracı Oturuyor,Kat Mülkiyeti,750 TL,Evet,,"Kuzey,",Doğalgaz
İstanbul,Beylikdüzü,Cumhuriyet,Daire,2,1,190.000 TL,4 Gün Önce,110 m2,2. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Evet,Güney,Doğalgaz
İstanbul,Beylikdüzü,Yakuplu,Daire,2,1,267.000 TL,4 Gün Önce,115 m2,2. Kat,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Evet,,"Kuzey,",Doğalgaz
İstanbul,Kadıköy,Suadiye,Daire,3,1,3.250.000 TL,25 Gün Önce,150 m2,8. Kat,Sıfır Bina,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Bahçelievler,Yenibosna Merkez,Residence,2,1,940.000 TL,Dün,141 m2,5. Kat,8 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,850 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Gaziosmanpaşa,Yıldıztabya,Daire,3,2,650.000 TL,14 Gün Önce,190 m2,En Üst Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Küçükçekmece,Yeşilova,Daire,2,1,260.000 TL,9 Gün Önce,110 m2,1. Kat,30 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Arsa,,Hayır,Evet,"Doğu,",Doğalgaz
İstanbul,Esenyurt,Akevler,Daire,2,1,265.000 TL,8 Gün Önce,105 m2,8. Kat,2 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,70 TL,,,"Güney,",Doğalgaz
İstanbul,Kartal,Karlıktepe,Residence,1,1,550.000 TL,45 Gün Önce,83 m2,4. Kat,Sıfır Bina,Belirtilmemiş,25 Katlı,Uygun,Eşyalı Değil,1,,,,Kat Mülkiyeti,,,,,
İstanbul,Şişli,Mecidiyeköy,Daire,2,1,240.000 TL,6 Gün Önce,75 m2,Yarı Bodrum,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,Sıfır,Kiracı Oturuyor,Kat Mülkiyeti,,Evet,Evet,"Doğu,",Doğalgaz
İstanbul,Ümraniye,Madenler,Daire,2,1,390.000 TL,46 Gün Önce,110 m2,2. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Evet,,Doğalgaz
İstanbul,Kadıköy,Göztepe,Daire,3,1,1.275.000 TL,16 Gün Önce,125 m2,10. Kat,Sıfır Bina,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,,Doğalgaz
İstanbul,Beylikdüzü,Cumhuriyet,Daire,2,1,235.000 TL,10 Gün Önce,100 m2,2. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,,,Güney,Doğalgaz
İstanbul,Kadıköy,19 Mayıs,Daire,3,1,1.160.000 TL,4 Gün Önce,125 m2,6. Kat,3 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Evet,,Doğalgaz
İstanbul,Avcılar,Denizköşkler,Daire,3,1,395.000 TL,5 Gün Önce,125 m2,2. Kat,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Maltepe,Küçükyalı,Daire,2,1,445.000 TL,13 Gün Önce,95 m2,2. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Beylikdüzü,Yakuplu,Daire,2,1,242.000 TL,4 Gün Önce,110 m2,2. Kat,Sıfır Bina,Kombi,11 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Evet,,"Kuzey,",Doğalgaz
İstanbul,Ataşehir,İçerenköy,Daire,3,1,690.000 TL,16 Gün Önce,120 m2,4. Kat,23 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Bahçelievler,Bahçelievler,Daire,3,1,1.275.000 TL,29 Gün Önce,130 m2,2. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Şile,İmrenli,Villa,7,2,8.000.000 TL,24 Gün Önce,280 m2,Villa Katı,10 Yaşında,Soba,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,,,Kömür-Odun
İstanbul,Gaziosmanpaşa,Karadeniz,Daire,4,2,332.000 TL,14 Gün Önce,195 m2,Bodrum ve Zemin,6 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Maltepe,Altıntepe,Daire,2,1,455.000 TL,21 Gün Önce,80 m2,Yüksek Giriş,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,60 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Sarıyer,Zekeriyaköy,Villa,4,1,1.950.000 TL,51 Gün Önce,190 m2,Villa Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,500 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Ataşehir,İnönü,Daire,2,1,500.000 TL,19 Gün Önce,95 m2,1. Kat,8 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,,Güney,Doğalgaz
İstanbul,Adalar,Maden,Müstakil Ev,7,2,14.410.000 TL,82 Gün Önce,1.217 m2,,25 Yaşında,Klima,,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,,"Kuzey,",Kömür-Odun
İstanbul,Bakırköy,Ataköy 7-8-9-10. Kısım,Daire,2,1,1.500.000 TL,68 Gün Önce,107 m2,6. Kat,1 Yaşında,Merkezi (Pay Ölçer),18 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,488 TL,Hayır,Evet,Güney,Doğalgaz
İstanbul,Bahçelievler,Hürriyet,Daire,2,1,295.000 TL,4 Gün Önce,90 m2,4. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Şişli,Eskişehir,Bina,4,1,540.000 TL,13 Gün Önce,100 m2,2. Kat,21 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,,Batı,Doğalgaz
İstanbul,Tuzla,İstasyon,Daire,3,1,400.000 TL,5 Gün Önce,120 m2,Yüksek Giriş,19 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,35 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Beylikdüzü,Dereağzı,Villa,8,4,2.600.000 TL,58 Gün Önce,490 m2,,2 Yaşında,Kombi,,Uygun,Eşyalı Değil,7,,,,,,,,,
İstanbul,Kadıköy,Göztepe,Daire,3,1,2.450.000 TL,14 Gün Önce,160 m2,9. Kat,3 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,,Güney,Doğalgaz
İstanbul,Çekmeköy,Mimar Sinan,Daire,2,1,425.000 TL,16 Gün Önce,90 m2,Yüksek Giriş,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,,Kat Mülkiyeti,50 TL,,,,
İstanbul,Adalar,Maden,Yalı,14,3,13.000.000 TL,16 Gün Önce,1.097 m2,,40 Yaşında,Kombi,,Uygun,Eşyalı Değil,8,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,,"Kuzey,",Doğalgaz
İstanbul,Beşiktaş,Konaklar,Daire,2,1,1.750.000 TL,Dün,100 m2,1. Kat,35 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,150 TL,Hayır,Evet,Doğu,Doğalgaz
İstanbul,Beşiktaş,Etiler,Daire,3,1,900.000 TL,25 Gün Önce,130 m2,Bahçe Katı,25 Yaşında,Merkezi,5 Katlı,Uygun değil,Eşyalı,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Arsa,100 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Beylikdüzü,Yakuplu,Daire,2,1,319.500 TL,5 Gün Önce,110 m2,Ara Kat,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Evet,"Güney,",Doğalgaz
İstanbul,Kadıköy,Suadiye,Daire,3,1,3.850.000 TL,28 Gün Önce,155 m2,7. Kat,2 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,,Güney,Doğalgaz
İstanbul,Üsküdar,Zeynep Kamil,Daire,2,1,415.000 TL,4 Gün Önce,95 m2,2. Kat,35 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Evet,Güney,Doğalgaz
İstanbul,Beylikdüzü,Cumhuriyet,Daire,2,1,292.500 TL,4 Gün Önce,100 m2,4. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Evet,Kuzey,Doğalgaz
İstanbul,Beşiktaş,Vişnezade,Daire,3,1,640.000 TL,10 Gün Önce,170 m2,Kot 2,35 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Ümraniye,Çamlık,Daire,2,1,475.000 TL,53 Gün Önce,105 m2,4. Kat,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,20 TL,Evet,Evet,"Güney,",Doğalgaz
İstanbul,Tuzla,Aydınlı,Daire,2,1,310.000 TL,20 Gün Önce,95 m2,1. Kat,8 Yaşında,Merkezi (Pay Ölçer),3 Katlı,Uygun,Eşyalı Değil,1,,,,Kat Mülkiyeti,440 TL,,,Batı,
İstanbul,Beylikdüzü,Cumhuriyet,Daire,2,1,339.000 TL,18 Gün Önce,105 m2,6. Kat,Sıfır Bina,Kombi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Evet,Güney,Doğalgaz
İstanbul,Maltepe,Çınar,Daire,1,1,350.000 TL,13 Gün Önce,70 m2,Bahçe Katı,23 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,,"Güney,",Doğalgaz
İstanbul,Üsküdar,Çengelköy,Villa,4,1,5.200.000 TL,12 Gün Önce,270 m2,Bahçe Katı,2 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,,Güney,Doğalgaz
İstanbul,Kadıköy,Feneryolu,Daire,3,1,1.350.000 TL,Bugün,140 m2,2. Kat,3 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,,Güney,Doğalgaz
İstanbul,Bahçelievler,Siyavuşpaşa,Daire,3,1,415.000 TL,5 Gün Önce,120 m2,5. Kat,30 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Evet,,Doğalgaz
İstanbul,Pendik,Doğu,Daire,3,1,480.000 TL,11 Gün Önce,130 m2,Yüksek Giriş,3 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Üsküdar,Mimar Sinan,Daire,2,1,650.000 TL,29 Gün Önce,75 m2,2. Kat,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Evet,Evet,,Doğalgaz
İstanbul,Beşiktaş,Ulus,Daire,4,1,5.850.000 TL,30 Gün Önce,210 m2,2. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,,,,Kat Mülkiyeti,,,,,
İstanbul,Beşiktaş,Etiler,Daire,2,1,3.100.000 TL,4 Gün Önce,118 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Evet,,Doğalgaz
İstanbul,Kadıköy,Suadiye,Daire,3,1,850.000 TL,36 Gün Önce,130 m2,2. Kat,30 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,,"Kuzey,",Doğalgaz
İstanbul,Sarıyer,Zekeriyaköy,Villa,5,2,3.950.000 TL,8 Gün Önce,320 m2,1. Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,,,,,Doğalgaz
İstanbul,Fatih,Koca Mustafapaşa,Daire,2,1,430.000 TL,4 Gün Önce,90 m2,Giriş Katı,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Evet,,Doğalgaz
İstanbul,Beşiktaş,Etiler,Residence,5,1,15.000.000 TL,26 Gün Önce,350 m2,Bahçe Katı,12 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,,"Güney,",Doğalgaz
İstanbul,Çekmeköy,Ekşioğlu,Daire,3,1,469.000 TL,9 Gün Önce,105 m2,Giriş Katı,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Evet,Evet,"Güney,",Doğalgaz
İstanbul,Çatalca,Ovayenice,Villa,4,1,1.680.000 TL,Dün,240 m2,Villa Katı,16 Yaşında,Kat Kaloriferi,3 Katlı,Uygun,Eşyalı,2,Kagir,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Evet,"Kuzey,",Akaryakıt
İstanbul,Bakırköy,Yeşilyurt,Daire,4,2,6.750.000 TL,16 Gün Önce,300 m2,Çatı Katı,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,"Güney,",Doğalgaz
İstanbul,Esenyurt,Gökevler,Daire,2,1,399.000 TL,8 Gün Önce,97 m2,7. Kat,1 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,,Güney,Doğalgaz
İstanbul,Esenyurt,Koza,Residence,2,1,850.000 TL,42 Gün Önce,166 m2,5. Kat,5 Yaşında,Merkezi (Pay Ölçer),,Uygun,Eşyalı Değil,2,,,Kiracı Oturuyor,,,,,Güney,
İstanbul,Sarıyer,Yeniköy,Daire,4,1,9.500.000 TL,20 Gün Önce,230 m2,4. Kat,30 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,3,,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,1.500 TL,Hayır,Evet,,
İstanbul,Bayrampaşa,Yıldırım,Daire,2,1,310.000 TL,4 Gün Önce,82 m2,Bahçe Katı,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,Evet,Güney,Doğalgaz
İstanbul,Şişli,Esentepe,Daire,3,1,1.800.000 TL,13 Gün Önce,130 m2,1. Kat,Sıfır Bina,Merkezi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Evet,"Güney,",Doğalgaz
İstanbul,Kağıthane,Seyrantepe,Daire,2,1,476.000 TL,4 Gün Önce,100 m2,3. Kat,1 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,55 TL,Hayır,Evet,Güney,Doğalgaz
İstanbul,Beşiktaş,Arnavutköy,Daire,2,1,1.150.000 TL,4 Gün Önce,110 m2,2. Kat,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Çelik,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Adalar,Maden,Daire,3,1,1.200.000 TL,16 Gün Önce,140 m2,Bahçe Katı,18 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,,,Doğalgaz
İstanbul,Bakırköy,Yeşilköy,Daire,4,1,6.400.000 TL,4 Gün Önce,216 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,,"Kuzey,",Doğalgaz
İstanbul,Beylikdüzü,Kavaklı,Daire,3,1,479.900 TL,10 Gün Önce,150 m2,2. Kat,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,50 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Çatalca,Ferhatpaşa,Daire,3,1,350.000 TL,4 Gün Önce,110 m2,1. Kat,9 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,,,Güney,Doğalgaz
İstanbul,Çekmeköy,Güngören,Daire,3,1,520.000 TL,19 Gün Önce,120 m2,6. Kat,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,,,Güney,Doğalgaz
İstanbul,Beylikdüzü,Cumhuriyet,Daire,2,1,105.000 TL,4 Gün Önce,120 m2,Bahçe Katı,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Evet,"Güney,",Doğalgaz
İstanbul,Fatih,Silivrikapı,Daire,2,1,500.000 TL,4 Gün Önce,90 m2,1. Kat,30 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Evet,,Doğalgaz
İstanbul,Sarıyer,Tarabya,Daire,2,1,1.200.000 TL,2 Gün Önce,85 m2,2. Kat,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,"Kuzey,",Doğalgaz
İstanbul,Kağıthane,Nurtepe,Daire,2,1,690.000 TL,3 Gün Önce,90 m2,11. Kat,Sıfır Bina,Merkezi,14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Beyoğlu,Sururi Mehmet Efendi,Daire,2,1,675.000 TL,7 Gün Önce,90 m2,4. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,,,Doğalgaz
İstanbul,Fatih,Sümbül Efendi,Daire,3,1,540.000 TL,9 Gün Önce,100 m2,3. Kat,40 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Kadıköy,Göztepe,Daire,3,1,1.225.000 TL,11 Gün Önce,115 m2,11. Kat,Sıfır Bina,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,250 TL,Hayır,Evet,,Doğalgaz
İstanbul,Fatih,Seyyid Ömer,Daire,2,1,250.000 TL,2 Gün Önce,75 m2,4. Kat,29 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,,,,,,,
İstanbul,Kağıthane,Çeliktepe,Daire,4,1,645.000 TL,6 Gün Önce,170 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,40 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Beykoz,Kavacık,Daire,3,1,685.000 TL,28 Gün Önce,165 m2,4. Kat,15 Yaşında,Kombi,6 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Arsa,50 TL,Hayır,Evet,Güney,Doğalgaz
