city,district,neighborhood,prop_type,rooms,living_room,price,last_edit,area,prop_floor,building_age,heating_type,building_floors,credit_availability,furniture_availability,bathrooms,building_type,building_status,usage_status,deed,dues,swap,student_single,facade,fuel_type
İstanbul,Beykoz,Mahmutşevketpaşa,Köşk,8,2,19.800.000 TL,Bugün,1.000 m2,,20 Yaşında,Kombi,,Uygun,Eşyalı Değil,5,,,,,,,,,Doğalgaz
İstanbul,Kadıköy,Suadiye,Daire,2,1,895.000 TL,9 Gün Önce,80 m2,11. Kat,1 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Sarıyer,Yeniköy,Daire,6,2,10.500.000 TL,Bugün,400 m2,Bahçe Katı,5 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,5,,,Ev Sahibi Oturuyor,,,,,,
İstanbul,Beyoğlu,Kılıçali Paşa,Daire,1,1,600.000 TL,2 Gün Önce,75 m2,Kot 2,30 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,220 TL,Evet,Evet,,Doğalgaz
İstanbul,Beylikdüzü,Gürpınar,Daire,3,1,290.000 TL,7 Gün Önce,130 m2,,21 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,,,
İstanbul,Büyükçekmece,Atatürk,Daire,3,1,799.000 TL,17 Gün Önce,200 m2,1. Kat,4 Yaşında,Kombi,1 Katlı,Uygun,Eşyalı Değil,3,,İkinci El,Ev Sahibi Oturuyor,,,Hayır,,"Güney,",
İstanbul,Eyüpsultan,Çırçır,Daire,2,1,449.000 TL,10 Gün Önce,100 m2,7. Kat,1 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,100 TL,Hayır,,"Doğu,",Doğalgaz
İstanbul,Kadıköy,Fenerbahçe,Daire,4,1,6.500.000 TL,9 Gün Önce,268 m2,12. Kat,Sıfır Bina,Kombi,12 Katlı,Uygun,Eşyalı,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Bahçelievler,Siyavuşpaşa,Daire,3,1,560.000 TL,4 Gün Önce,145 m2,5. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Bahçelievler,Bahçelievler,Daire,4,1,1.900.000 TL,13 Gün Önce,160 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Eyüpsultan,Göktürk Merkez,Daire,3,1,750.000 TL,21 Gün Önce,130 m2,Yarı Bodrum,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Ev Sahibi Oturuyor,,205 TL,,Evet,,Doğalgaz
İstanbul,Şişli,Gülbahar,Daire,2,1,450.000 TL,25 Gün Önce,80 m2,2. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,50 TL,,Evet,,Doğalgaz
İstanbul,Maltepe,İdealtepe,Daire,2,2,630.000 TL,21 Gün Önce,110 m2,Yüksek Giriş,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,80 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Başakşehir,Bahçeşehir 2. Kısım,Villa,5,2,1.400.000 TL,Dün,360 m2,Villa Katı,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Doğu,",Doğalgaz
İstanbul,Bakırköy,Şenlikköy,Daire,4,1,2.650.000 TL,4 Gün Önce,180 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,"Güney,",Doğalgaz
İstanbul,Bahçelievler,Bahçelievler,Daire,3,1,1.090.000 TL,9 Gün Önce,160 m2,4. Kat,16 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Bakırköy,Şenlikköy,Daire,4,1,2.800.000 TL,5 Gün Önce,280 m2,1. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,,"Güney,",Doğalgaz
İstanbul,Esenyurt,Mehmet Akif Ersoy,Daire,2,1,435.000 TL,5 Gün Önce,145 m2,3. Kat,5 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,,Batı,Doğalgaz
İstanbul,Kadıköy,Acıbadem,Daire,2,1,550.000 TL,32 Gün Önce,90 m2,Bahçe Katı,19 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Bahçelievler,Soğanlı,Daire,3,1,810.000 TL,13 Gün Önce,185 m2,3. Kat,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,50 TL,,,,Doğalgaz
İstanbul,Şişli,Fulya,Daire,3,1,1.290.000 TL,Bugün,160 m2,5. Kat,30 Yaşında,Merkezi (Pay Ölçer),7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Evet,Evet,"Güney,",Doğalgaz
İstanbul,Silivri,Selimpaşa,Daire,2,1,355.000 TL,32 Gün Önce,150 m2,2. Kat,7 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,,"Güney,",Doğalgaz
İstanbul,Büyükçekmece,Pınartepe,Daire,3,1,800.000 TL,14 Gün Önce,210 m2,1. Kat,5 Yaşında,Kombi,,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,260 TL,,,"Güney,",Doğalgaz
İstanbul,Maltepe,Aydınevler,Daire,2,1,445.000 TL,9 Gün Önce,85 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,50 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Maltepe,Küçükyalı,Daire,2,1,469.000 TL,Bugün,85 m2,Giriş Katı,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Sancaktepe,Osmangazi,Daire,3,1,410.000 TL,21 Gün Önce,80 m2,1. Kat,Sıfır Bina,Kombi,,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kiracı Oturuyor,Kat Mülkiyeti,60 TL,Hayır,,"Güney,",Doğalgaz
İstanbul,Beylikdüzü,Kavaklı,Daire,4,2,575.000 TL,16 Gün Önce,230 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,,,"Güney,",Doğalgaz
İstanbul,Kadıköy,Suadiye,Daire,3,1,1.595.000 TL,13 Gün Önce,160 m2,6. Kat,25 Yaşında,Merkezi (Pay Ölçer),7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,,Güney,Doğalgaz
İstanbul,Sarıyer,Maslak,Residence,2,1,1.800.000 TL,13 Gün Önce,135 m2,16. Kat,4 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,,650 TL,Hayır,Evet,Doğu,Elektrik
İstanbul,Eyüpsultan,İslambey,Daire,2,1,475.000 TL,13 Gün Önce,90 m2,3. Kat,8 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,,,Doğalgaz
İstanbul,Büyükçekmece,Fatih,Daire,3,1,540.000 TL,8 Gün Önce,110 m2,Bahçe Katı,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,70 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Çekmeköy,Kirazlıdere,Daire,1,1,197.000 TL,18 Gün Önce,60 m2,Bahçe Katı,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,20 TL,Evet,Evet,"Güney,",Doğalgaz
İstanbul,Küçükçekmece,İnönü,Daire,2,1,300.000 TL,Bugün,115 m2,Bahçe Katı,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Bakırköy,Şenlikköy,Daire,4,1,4.800.000 TL,4 Gün Önce,220 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,,,Doğalgaz
İstanbul,Kadıköy,Göztepe,Daire,5,1,9.000.000 TL,17 Gün Önce,240 m2,10. Kat,Sıfır Bina,Merkezi,18 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,1.500 TL,,Evet,Güney,Doğalgaz
İstanbul,Başakşehir,Bahçeşehir 2. Kısım,Villa,5,2,1.850.000 TL,Dün,420 m2,Villa Katı,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Kadıköy,Göztepe,Daire,6,1,3.500.000 TL,27 Gün Önce,280 m2,10. Kat,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,,Güney,Doğalgaz
İstanbul,Sarıyer,Rumeli Hisarı,Villa,3,2,16.500.000 TL,Dün,380 m2,,11 Yaşında,Kombi,,Uygun,Eşyalı Değil,3,,,,,,,,,
İstanbul,Büyükçekmece,Mimaroba,Residence,4,2,1.550.000 TL,26 Gün Önce,188 m2,6. Kat,10 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,85 TL,Evet,,Güney,Doğalgaz
İstanbul,Kağıthane,Seyrantepe,Daire,3,1,750.000 TL,8 Gün Önce,120 m2,1. Kat,11 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,,Evet,,Doğalgaz
İstanbul,Kağıthane,Merkez,Residence,3,1,750.000 TL,6 Gün Önce,140 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Evet,"Güney,",Doğalgaz
İstanbul,Fatih,Karagümrük,Daire,3,1,380.000 TL,Dün,105 m2,4. Kat,29 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,,,,,,,
İstanbul,Eyüpsultan,Rami Cuma,Daire,1,1,240.000 TL,8 Gün Önce,75 m2,Bahçe Katı,7 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,25 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Esenyurt,Mehmet Akif Ersoy,Daire,2,1,250.000 TL,Bugün,100 m2,Ara Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,,,,,,,
İstanbul,Bahçelievler,Hürriyet,Daire,2,1,440.000 TL,13 Gün Önce,80 m2,4. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,,"Kuzey,",Doğalgaz
İstanbul,Beylikdüzü,Adnan Kahveci,Daire,2,1,349.000 TL,16 Gün Önce,105 m2,Bahçe Katı,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,,,"Güney,",Doğalgaz
İstanbul,Kadıköy,Merdivenköy,Daire,2,1,460.000 TL,17 Gün Önce,90 m2,3. Kat,40 Yaşında,Merkezi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,,Kuzey,Doğalgaz
İstanbul,Sancaktepe,Merve,Daire,2,1,275.000 TL,24 Gün Önce,90 m2,2. Kat,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,30 TL,Hayır,,"Kuzey,",Doğalgaz
İstanbul,Başakşehir,Başakşehir,Daire,4,1,1.550.000 TL,2 Gün Önce,200 m2,6. Kat,4 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,500 TL,Evet,Evet,"Güney,",Doğalgaz
İstanbul,Eyüpsultan,Göktürk Merkez,Villa,7,2,25.000.000 TL,4 Gün Önce,780 m2,Villa Katı,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,5,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,,"Doğu,",Doğalgaz
İstanbul,Bahçelievler,Siyavuşpaşa,Daire,3,1,400.000 TL,5 Gün Önce,115 m2,5. Kat,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Sarıyer,Maden,Daire,2,1,520.000 TL,Bugün,135 m2,Bahçe Katı,1 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,,,,Kat Mülkiyeti,,,,,
İstanbul,Güngören,Abdurrahman Nafiz Gürman,Daire,3,1,530.000 TL,3 Gün Önce,130 m2,4. Kat,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Sarıyer,Maslak,Residence,1,1,1.030.000 TL,5 Gün Önce,85 m2,21 ve üzeri,7 Yaşında,Merkezi (Pay Ölçer),33 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,500 TL,Hayır,Evet,Güney,Doğalgaz
İstanbul,Üsküdar,Barbaros,Daire,2,1,750.000 TL,9 Gün Önce,110 m2,Ara Kat,24 Yaşında,Kombi,11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,350 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Maltepe,Küçükyalı,Daire,3,1,400.000 TL,19 Gün Önce,90 m2,Giriş Katı,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,,,Güney,Doğalgaz
İstanbul,Üsküdar,Cumhuriyet,Daire,1,1,199.000 TL,2 Gün Önce,65 m2,Giriş Katı,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,40 TL,Hayır,Evet,"Kuzey,",Doğalgaz
İstanbul,Şişli,Mecidiyeköy,Daire,2,1,385.000 TL,5 Gün Önce,75 m2,2. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Evet,Evet,,Doğalgaz
İstanbul,Maltepe,Altıntepe,Daire,3,1,1.350.000 TL,7 Gün Önce,160 m2,1. Kat,Sıfır Bina,Kat Kaloriferi,4 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,50 TL,Hayır,Evet,Doğu,Doğalgaz
İstanbul,Kadıköy,Caddebostan,Daire,4,1,4.200.000 TL,27 Gün Önce,200 m2,8. Kat,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,,,
İstanbul,Ataşehir,Atatürk,Daire,2,1,620.000 TL,24 Gün Önce,87 m2,1. Kat,19 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,,,Doğalgaz
İstanbul,Büyükçekmece,Fatih,Daire,4,1,990.000 TL,8 Gün Önce,165 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Bakırköy,Yeşilyurt,Daire,6,2,8.000.000 TL,3 Gün Önce,400 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Evet,"Doğu,",Doğalgaz
İstanbul,Bakırköy,Ataköy 7-8-9-10. Kısım,Residence,1,1,900.000 TL,Bugün,97 m2,6. Kat,3 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,700 TL,Hayır,Evet,Güney,Doğalgaz
İstanbul,Fatih,Şehremini,Daire,2,1,340.000 TL,Dün,80 m2,3. Kat,29 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,,,,,,,
İstanbul,Bahçelievler,Bahçelievler,Daire,3,1,485.000 TL,3 Gün Önce,115 m2,Yüksek Giriş,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,40 TL,Hayır,Evet,Doğu,Doğalgaz
İstanbul,Esenyurt,Ardıçlı,Daire,2,1,148.000 TL,Bugün,110 m2,Bahçe Katı,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,25 TL,Evet,Evet,Güney,Doğalgaz
İstanbul,Gaziosmanpaşa,Merkez,Daire,2,1,200.000 TL,16 Gün Önce,85 m2,Kot 1,5 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Evet,,Doğalgaz
İstanbul,Üsküdar,Bulgurlu,Daire,4,2,1.500.000 TL,23 Gün Önce,200 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Bakırköy,Yeşilköy,Daire,1,1,1.000.000 TL,9 Gün Önce,70 m2,Giriş Katı,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Evet,Güney,Doğalgaz
İstanbul,Şişli,Cumhuriyet,Daire,3,1,950.000 TL,Dün,125 m2,3. Kat,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Evet,"Güney,",Doğalgaz
İstanbul,Sarıyer,Yeniköy,Bina,8,4,8.000.000 TL,20 Gün Önce,400 m2,,30 Yaşında,Kombi,,Uygun,Eşyalı Değil,4,,,,,,,,,
İstanbul,Fatih,Sümbül Efendi,Daire,2,1,600.000 TL,5 Gün Önce,85 m2,1. Kat,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Evet,,Doğalgaz
